GEOID,County,totalE,totalM,occupiedE,occupiedM,vacantE,vacantM,Year
51185,Tazewell,20731,84,16371,570,4360,562,2020
51187,Warren,16481,78,14641,327,1840,330,2020
51193,Westmoreland,11013,48,7910,348,3103,343,2020
51195,Wise,17931,127,14916,366,3015,345,2020
51199,York,28114,173,25517,347,2597,294,2020
51510,Alexandria City,76361,156,71289,687,5072,663,2020
51530,Buena Vista City,2866,68,2509,175,357,160,2020
51540,Charlottesville City,20736,92,18814,350,1922,331,2020
51570,Colonial Heights City,7724,51,7094,189,630,187,2020
51580,Covington City,2987,18,2382,147,605,147,2020
51590,Danville City,22017,112,18266,437,3751,421,2020
51600,Fairfax City,9019,75,8751,135,268,118,2020
51610,Falls Church City,6080,32,5631,153,449,145,2020
51630,Fredericksburg City,11887,192,11059,311,828,265,2020
51640,Galax City,3222,212,2614,209,608,136,2020
51660,Harrisonburg City,18317,187,16751,413,1566,353,2020
51670,Hopewell City,10354,61,9362,321,992,320,2020
51680,Lynchburg City,32533,317,28223,618,4310,539,2020
51683,Manassas City,13823,69,13066,280,757,266,2020
51690,Martinsville City,7062,79,5597,217,1465,201,2020
51700,Newport News City,77851,360,70376,706,7475,651,2020
51720,Norton City,2105,211,1877,190,228,111,2020
51730,Petersburg City,16346,63,13231,298,3115,289,2020
51740,Portsmouth City,40879,211,36650,406,4229,352,2020
51750,Radford City,6522,103,5677,255,845,221,2020
51770,Roanoke City,46991,156,41694,718,5297,711,2020
51775,Salem City,10846,141,9876,280,970,256,2020
51790,Staunton City,11847,162,10638,315,1209,262,2020
51800,Suffolk City,37394,74,34603,357,2791,363,2020
51810,Virginia Beach City,185735,395,172452,1029,13283,953,2020
51820,Waynesboro City,10059,48,9169,316,890,307,2020
51830,Williamsburg City,5271,172,4485,281,786,199,2020
51840,Winchester City,11980,90,10669,302,1311,280,2020
51003,Albemarle,46235,575,42381,723,3854,481,2020
51009,Amherst,14237,90,12161,357,2076,347,2020
51015,Augusta,32733,252,30165,542,2568,466,2020
51021,Bland,3341,144,2326,221,1015,159,2020
51027,Buchanan,11558,81,8270,354,3288,346,2020
51033,Caroline,12322,529,10978,660,1344,335,2020
51041,Chesterfield,132606,183,127230,576,5376,567,2020
51047,Culpeper,18959,82,17474,349,1485,346,2020
51053,Dinwiddie,11800,85,10403,349,1397,338,2020
51061,Fauquier,27084,64,24617,387,2467,379,2020
51067,Franklin,29991,121,22730,606,7261,612,2020
51073,Gloucester,16713,71,14792,384,1921,386,2020
51079,Greene,8384,49,7491,231,893,229,2020
51085,Hanover,41879,136,39226,442,2653,423,2020
51091,Highland,1859,123,987,108,872,88,2020
51143,Pittsylvania,31623,129,26205,475,5418,433,2020
51153,Prince William,150283,229,144159,718,6124,653,2020
51159,Richmond,3967,89,2939,247,1028,233,2020
51165,Rockingham,35783,106,31306,406,4477,386,2020
51171,Shenandoah,21263,66,17541,433,3722,419,2020
51177,Spotsylvania,48522,75,45463,374,3059,355,2020
51183,Sussex,4801,94,3792,198,1009,183,2020
51191,Washington,25999,128,22104,448,3895,422,2020
51197,Wythe,14402,59,12393,436,2009,427,2020
51520,Bristol City,8714,49,7482,268,1232,263,2020
51550,Chesapeake City,91707,241,86524,728,5183,688,2020
51595,Emporia City,2569,235,2076,177,493,187,2020
51620,Franklin City,3843,29,3516,184,327,181,2020
51650,Hampton City,60145,213,54847,669,5298,603,2020
51678,Lexington City,2405,270,2066,253,339,140,2020
51685,Manassas Park City,4874,19,4596,150,278,147,2020
51710,Norfolk City,98142,591,89398,856,8744,528,2020
51735,Poquoson City,4817,26,4632,105,185,102,2020
51760,Richmond City,100930,541,91005,876,9925,672,2020
51001,Accomack,21661,160,14152,483,7509,458,2021
51003,Albemarle,46661,617,43066,825,3595,482,2021
51005,Alleghany,7948,62,6405,206,1543,204,2021
51007,Amelia,5675,25,5190,227,485,221,2021
51009,Amherst,14229,98,12538,346,1691,329,2021
51011,Appomattox,7261,69,6187,243,1074,224,2021
51013,Arlington,117546,257,109528,819,8018,795,2021
51015,Augusta,32502,255,29880,499,2622,442,2021
51017,Bath,3349,237,1823,181,1526,206,2021
51019,Bedford,37207,66,32269,464,4938,472,2021
51021,Bland,3204,150,2260,212,944,164,2021
51023,Botetourt,14867,56,13076,280,1791,273,2021
51025,Brunswick,7944,129,5905,314,2039,244,2021
51027,Buchanan,10475,90,7440,371,3035,341,2021
51029,Buckingham,7178,110,5724,244,1454,217,2021
51031,Campbell,25159,75,22243,388,2916,385,2021
51033,Caroline,12373,228,11000,389,1373,332,2021
51035,Carroll,16616,55,12127,376,4489,365,2021
51036,Charles City,3261,35,2932,62,329,57,2021
51037,Charlotte,6003,26,4606,196,1397,195,2021
51041,Chesterfield,136775,158,131350,664,5425,629,2021
51043,Clarke,6341,54,5692,194,649,180,2021
51045,Craig,2623,215,1941,186,682,211,2021
51047,Culpeper,19020,80,17692,396,1328,388,2021
51049,Cumberland,4638,18,3990,179,648,179,2021
51051,Dickenson,7382,53,5573,230,1809,234,2021
51053,Dinwiddie,11775,114,10268,359,1507,342,2021
51057,Essex,5744,37,4299,158,1445,150,2021
51059,Fairfax,425294,308,408673,1255,16621,1139,2021
51061,Fauquier,27966,59,25472,432,2494,427,2021
51063,Floyd,7933,41,6695,219,1238,215,2021
51065,Fluvanna,11061,89,9979,258,1082,253,2021
51067,Franklin,28339,127,22033,518,6306,535,2021
51069,Frederick,35335,109,32723,431,2612,419,2021
51071,Giles,8312,78,6824,307,1488,307,2021
51073,Gloucester,16952,55,14882,383,2070,397,2021
51075,Goochland,10321,130,9454,271,867,250,2021
51077,Grayson,8956,65,6112,257,2844,249,2021
51079,Greene,8420,38,7533,266,887,257,2021
51081,Greensville,4029,141,3183,237,846,191,2021
51083,Halifax,17387,76,13506,400,3881,385,2021
51085,Hanover,42692,160,40310,399,2382,365,2021
51087,Henrico,139826,152,132465,1011,7361,981,2021
51089,Henry,25545,84,20516,482,5029,487,2021
51091,Highland,1800,123,987,87,813,111,2021
51093,Isle Of Wight,16304,53,15063,337,1241,331,2021
51095,James City,33771,103,29748,479,4023,473,2021
51097,King And Queen,3452,16,2803,132,649,132,2021
51099,King George,10248,50,9445,211,803,197,2021
51101,King William,7304,38,6667,176,637,170,2021
51103,Lancaster,7454,48,5197,284,2257,277,2021
51105,Lee,10947,99,8244,385,2703,379,2021
51107,Loudoun,139439,135,135690,464,3749,470,2021
51109,Louisa,17409,38,14192,370,3217,373,2021
51111,Lunenburg,5880,70,4304,193,1576,174,2021
51113,Madison,6036,23,5175,242,861,240,2021
51115,Mathews,5502,48,3558,300,1944,300,2021
51117,Mecklenburg,19003,137,12655,407,6348,386,2021
51119,Middlesex,7125,66,4579,248,2546,250,2021
51121,Montgomery,41085,272,35533,746,5552,763,2021
51125,Nelson,9902,43,6149,385,3753,382,2021
51127,New Kent,8919,116,8306,238,613,215,2021
51131,Northampton,7364,57,5292,235,2072,233,2021
51133,Northumberland,8986,31,5127,356,3859,356,2021
51135,Nottoway,6639,177,5309,287,1330,251,2021
51137,Orange,15529,93,13970,386,1559,382,2021
51139,Page,11750,65,9355,291,2395,291,2021
51141,Patrick,10014,75,7732,360,2282,340,2021
51143,Pittsylvania,29656,127,24663,418,4993,410,2021
51145,Powhatan,11415,95,10722,301,693,281,2021
51147,Prince Edward,9119,215,7113,410,2006,298,2021
51149,Prince George,13239,334,12492,403,747,228,2021
51153,Prince William,156845,327,150488,771,6357,672,2021
51155,Pulaski,17016,160,14534,393,2482,378,2021
51157,Rappahannock,3843,15,2773,174,1070,175,2021
51159,Richmond,3934,83,2811,221,1123,191,2021
51161,Roanoke,42007,149,39087,419,2920,411,2021
51163,Rockbridge,11261,70,9045,369,2216,362,2021
51165,Rockingham,35388,139,31189,414,4199,387,2021
51167,Russell,12857,47,10355,311,2502,311,2021
51169,Scott,11790,97,8612,284,3178,275,2021
51171,Shenandoah,21114,68,17487,324,3627,306,2021
51173,Smyth,15148,86,12607,318,2541,309,2021
51175,Southampton,7703,134,6661,270,1042,209,2021
51177,Spotsylvania,51085,80,47944,489,3141,487,2021
51179,Stafford,51947,191,49469,507,2478,493,2021
51181,Surry,3410,24,2720,131,690,130,2021
51183,Sussex,4645,101,3656,182,989,146,2021
51185,Tazewell,19946,100,15759,489,4187,472,2021
51187,Warren,16656,71,15082,319,1574,304,2021
51191,Washington,25490,129,21845,388,3645,377,2021
51193,Westmoreland,11080,47,7873,371,3207,375,2021
51195,Wise,16820,130,14025,397,2795,377,2021
51197,Wythe,14033,65,12125,356,1908,383,2021
51199,York,27633,170,25389,376,2244,319,2021
51510,Alexandria City,80040,163,74224,679,5816,628,2021
51520,Bristol City,8692,60,7347,271,1345,257,2021
51530,Buena Vista City,2941,56,2581,194,360,181,2021
51540,Charlottesville City,21285,128,19312,332,1973,306,2021
51550,Chesapeake City,94035,259,89413,621,4622,654,2021
51570,Colonial Heights City,8107,40,7465,198,642,196,2021
51580,Covington City,3046,23,2547,149,499,152,2021
51590,Danville City,22264,103,18590,385,3674,387,2021
51595,Emporia City,2794,227,2240,217,554,200,2021
51600,Fairfax City,9294,63,9090,145,204,121,2021
51610,Falls Church City,6069,30,5630,159,439,158,2021
51620,Franklin City,3878,28,3474,190,404,187,2021
51630,Fredericksburg City,11961,289,11198,356,763,208,2021
51640,Galax City,3255,207,2780,211,475,143,2021
51650,Hampton City,62183,199,57116,664,5067,624,2021
51660,Harrisonburg City,18569,252,17102,450,1467,331,2021
51670,Hopewell City,10395,72,9269,303,1126,304,2021
51678,Lexington City,2377,271,2005,275,372,153,2021
51680,Lynchburg City,33637,367,28939,643,4698,567,2021
51683,Manassas City,14234,47,13562,258,672,250,2021
51685,Manassas Park City,5459,26,5155,182,304,181,2021
51690,Martinsville City,7065,78,5656,243,1409,230,2021
51700,Newport News City,81418,357,74922,693,6496,601,2021
51710,Norfolk City,100947,973,92877,1200,8070,631,2021
51720,Norton City,1801,184,1540,142,261,109,2021
51730,Petersburg City,17853,73,14464,343,3389,338,2021
51735,Poquoson City,4906,32,4617,116,289,115,2021
51740,Portsmouth City,42934,224,38553,527,4381,425,2021
51750,Radford City,6460,194,5545,262,915,186,2021
51760,Richmond City,110224,551,98821,1000,11403,777,2021
51770,Roanoke City,48537,113,42766,664,5771,645,2021
51775,Salem City,11086,177,9971,297,1115,278,2021
51790,Staunton City,12264,141,11125,283,1139,261,2021
51800,Suffolk City,38021,120,35249,375,2772,377,2021
51810,Virginia Beach City,189187,370,177046,963,12141,910,2021
51820,Waynesboro City,10201,46,9419,310,782,305,2021
51830,Williamsburg City,5686,217,4778,308,908,216,2021
51840,Winchester City,12268,86,11018,314,1250,302,2021
51001,Accomack,21769,46,14252,527,7517,520,2022
51003,Albemarle,47496,106,44031,525,3465,494,2022
51005,Alleghany,7938,23,6309,203,1629,203,2022
51007,Amelia,5726,20,5258,173,468,170,2022
51009,Amherst,14244,45,12615,291,1629,288,2022
51011,Appomattox,7338,32,6535,198,803,195,2022
51013,Arlington,119247,92,110887,881,8360,873,2022
51015,Augusta,32675,76,30056,476,2619,469,2022
51017,Bath,3346,310,1905,234,1441,227,2022
51019,Bedford,37302,44,32510,519,4792,527,2022
51021,Bland,3200,25,2235,171,965,169,2022
51023,Botetourt,14932,33,12916,293,2016,297,2022
51025,Brunswick,7940,31,6165,263,1775,258,2022
51027,Buchanan,10402,21,7494,323,2908,324,2022
51029,Buckingham,7184,25,5898,199,1286,196,2022
51031,Campbell,25285,82,22409,421,2876,419,2022
51033,Caroline,12511,109,11387,322,1124,308,2022
51035,Carroll,16633,33,12141,365,4492,363,2022
51036,Charles City,3252,35,2905,92,347,77,2022
51037,Charlotte,5985,22,4540,202,1445,205,2022
51041,Chesterfield,139584,91,134144,636,5440,646,2022
51043,Clarke,6398,22,5617,206,781,206,2022
51045,Craig,2466,262,1810,227,656,173,2022
51047,Culpeper,19285,59,18188,311,1097,313,2022
51049,Cumberland,4658,17,4055,207,603,207,2022
51051,Dickenson,7367,21,5543,317,1824,320,2022
51053,Dinwiddie,11837,26,10432,334,1405,330,2022
51057,Essex,5768,25,4258,217,1510,215,2022
51059,Fairfax,426970,163,410844,1095,16126,1087,2022
51061,Fauquier,28218,51,26011,307,2207,295,2022
51063,Floyd,7947,26,6655,215,1292,224,2022
51065,Fluvanna,11183,45,10195,265,988,262,2022
51067,Franklin,28305,35,22022,500,6283,505,2022
51069,Frederick,35963,71,33534,466,2429,457,2022
51071,Giles,8309,31,6852,265,1457,262,2022
51073,Gloucester,17064,60,14857,448,2207,441,2022
51075,Goochland,10623,34,9788,245,835,247,2022
51077,Grayson,8948,31,6148,278,2800,275,2022
51079,Greene,8555,30,7662,222,893,225,2022
51081,Greensville,4013,28,3222,198,791,196,2022
51083,Halifax,17384,41,13519,346,3865,348,2022
51085,Hanover,43331,81,41383,343,1948,330,2022
51087,Henrico,141349,100,134094,831,7255,828,2022
51089,Henry,25475,34,20411,466,5064,461,2022
51091,Highland,1814,104,1014,92,800,96,2022
51093,Isle Of Wight,16551,51,15196,299,1355,299,2022
51095,James City,34104,50,30690,497,3414,505,2022
51097,King And Queen,3464,18,2826,155,638,151,2022
51099,King George,10391,30,9737,216,654,219,2022
51101,King William,7470,43,6893,187,577,186,2022
51103,Lancaster,7452,53,5238,286,2214,277,2022
51105,Lee,10906,34,8324,332,2582,331,2022
51107,Loudoun,142270,127,138549,502,3721,504,2022
51109,Louisa,17707,27,14642,366,3065,368,2022
51111,Lunenburg,5886,20,4566,230,1320,227,2022
51113,Madison,6064,19,5324,193,740,192,2022
51115,Mathews,5478,33,3742,300,1736,296,2022
51117,Mecklenburg,19063,46,13037,410,6026,399,2022
51119,Middlesex,7127,17,4714,247,2413,245,2022
51121,Montgomery,41660,138,36062,710,5598,673,2022
51125,Nelson,9919,19,6132,328,3787,328,2022
51127,New Kent,9188,56,8675,267,513,255,2022
51131,Northampton,7412,41,5344,232,2068,229,2022
51133,Northumberland,8989,16,5174,329,3815,329,2022
51135,Nottoway,6658,34,5415,222,1243,222,2022
51137,Orange,15700,57,14309,329,1391,327,2022
51139,Page,11784,31,9351,327,2433,324,2022
51141,Patrick,10007,19,7779,323,2228,326,2022
51143,Pittsylvania,29526,47,24487,449,5039,438,2022
51145,Powhatan,11619,47,11077,242,542,233,2022
51147,Prince Edward,9153,145,7416,362,1737,305,2022
51149,Prince George,13344,89,12808,168,536,152,2022
51153,Prince William,158642,106,152616,829,6026,813,2022
51155,Pulaski,17031,36,14455,428,2576,424,2022
51157,Rappahannock,3850,29,2823,207,1027,210,2022
51159,Richmond,3944,18,2834,173,1110,176,2022
51161,Roanoke,42135,48,39156,408,2979,411,2022
51163,Rockbridge,11283,29,9368,330,1915,332,2022
51165,Rockingham,35692,60,31612,422,4080,411,2022
51167,Russell,12814,29,10438,319,2376,323,2022
51169,Scott,11793,44,8838,270,2955,274,2022
51171,Shenandoah,21195,34,17542,345,3653,349,2022
51173,Smyth,15125,57,12651,267,2474,262,2022
51175,Southampton,7737,27,6841,193,896,195,2022
51177,Spotsylvania,52516,47,49449,447,3067,452,2022
51179,Stafford,52961,82,50313,502,2648,497,2022
51181,Surry,3419,21,2745,172,674,171,2022
51183,Sussex,4665,45,3698,164,967,161,2022
51185,Tazewell,19866,29,15800,445,4066,442,2022
51187,Warren,16794,35,15235,346,1559,346,2022
51191,Washington,25509,58,22013,353,3496,339,2022
51193,Westmoreland,11176,22,7832,387,3344,383,2022
51195,Wise,16723,57,14052,396,2671,405,2022
51197,Wythe,14040,63,12424,312,1616,317,2022
51199,York,27905,70,25878,314,2027,305,2022
51510,Alexandria City,80253,91,74818,607,5435,603,2022
51520,Bristol City,8671,20,7299,256,1372,255,2022
51530,Buena Vista City,2941,16,2655,160,286,158,2022
51540,Charlottesville City,21425,90,19511,360,1914,352,2022
51550,Chesapeake City,95076,70,91368,612,3708,606,2022
51570,Colonial Heights City,8123,22,7612,186,511,187,2022
51580,Covington City,3049,13,2503,145,546,148,2022
51590,Danville City,22291,60,18755,395,3536,396,2022
51595,Emporia City,2810,248,2245,229,565,195,2022
51600,Fairfax City,9323,38,9129,111,194,101,2022
51610,Falls Church City,6127,16,5740,151,387,145,2022
51620,Franklin City,3892,19,3349,213,543,213,2022
51630,Fredericksburg City,12118,38,11276,229,842,228,2022
51640,Galax City,3169,232,2618,237,551,159,2022
51650,Hampton City,62372,62,57470,608,4902,606,2022
51660,Harrisonburg City,18599,59,17142,326,1457,318,2022
51670,Hopewell City,10415,25,9348,288,1067,287,2022
51678,Lexington City,2525,309,1991,251,534,190,2022
51680,Lynchburg City,33821,120,28910,607,4911,600,2022
51683,Manassas City,14345,61,13840,226,505,226,2022
51685,Manassas Park City,5493,25,5221,153,272,152,2022
51690,Martinsville City,7042,33,5628,255,1414,248,2022
51700,Newport News City,81681,63,75465,577,6216,582,2022
51710,Norfolk City,101710,305,93797,617,7913,528,2022
51720,Norton City,1864,191,1592,160,272,105,2022
51730,Petersburg City,17941,26,14703,432,3238,437,2022
51735,Poquoson City,4927,19,4657,110,270,111,2022
51740,Portsmouth City,43096,123,38962,544,4134,507,2022
51750,Radford City,6450,36,5467,187,983,177,2022
51760,Richmond City,111524,120,101201,769,10323,760,2022
51770,Roanoke City,48726,50,42806,654,5920,649,2022
51775,Salem City,11096,31,10045,244,1051,242,2022
51790,Staunton City,12293,34,11064,319,1229,315,2022
51800,Suffolk City,38847,115,36318,350,2529,334,2022
51810,Virginia Beach City,189951,211,178915,829,11036,759,2022
51820,Waynesboro City,10288,19,9431,300,857,302,2022
51830,Williamsburg City,5732,50,4882,232,850,225,2022
51840,Winchester City,12353,31,11217,261,1136,253,2022
51001,Accomack,21897,39,14302,503,7595,508,2023
51003,Albemarle,48360,88,45064,398,3296,387,2023
51005,Alleghany,7916,25,6292,239,1624,236,2023
51007,Amelia,5770,25,5285,181,485,178,2023
51009,Amherst,14301,33,12702,319,1599,321,2023
51011,Appomattox,7380,37,6563,205,817,199,2023
51013,Arlington,120746,83,111530,973,9216,962,2023
51015,Augusta,32890,55,30644,429,2246,426,2023
51017,Bath,3336,208,1781,144,1555,201,2023
51019,Bedford,37383,39,32698,526,4685,524,2023
51021,Bland,3205,18,2345,169,860,168,2023
51023,Botetourt,15010,46,13105,319,1905,318,2023
51025,Brunswick,7935,25,6390,258,1545,257,2023
51027,Buchanan,10340,32,7351,342,2989,342,2023
51029,Buckingham,7233,35,6062,192,1171,194,2023
51031,Campbell,25363,41,22080,469,3283,467,2023
51033,Caroline,12693,64,11680,291,1013,281,2023
51035,Carroll,16645,25,12493,486,4152,487,2023
51036,Charles City,3269,23,2947,74,322,67,2023
51037,Charlotte,5973,20,4621,214,1352,207,2023
51041,Chesterfield,142572,156,136996,606,5576,612,2023
51043,Clarke,6478,22,5651,240,827,242,2023
51045,Craig,2397,240,1752,220,645,191,2023
51047,Culpeper,19529,37,18584,320,945,316,2023
51049,Cumberland,4695,15,4175,180,520,183,2023
51051,Dickenson,7352,20,5717,234,1635,236,2023
51053,Dinwiddie,11896,48,10427,346,1469,337,2023
51057,Essex,5785,17,4396,207,1389,208,2023
51059,Fairfax,428352,241,412663,1185,15689,1143,2023
51061,Fauquier,28454,61,26266,373,2188,382,2023
51063,Floyd,7946,28,6649,257,1297,255,2023
51065,Fluvanna,11329,66,10251,255,1078,240,2023
51067,Franklin,28344,49,22484,541,5860,553,2023
51069,Frederick,36617,51,34338,355,2279,363,2023
51071,Giles,8316,21,6769,271,1547,267,2023
51073,Gloucester,17204,34,15111,448,2093,453,2023
51075,Goochland,10913,30,10013,235,900,238,2023
51077,Grayson,8961,28,6202,270,2759,274,2023
51079,Greene,8687,25,7912,281,775,277,2023
51081,Greensville,4012,31,3092,180,920,178,2023
51083,Halifax,17382,40,13673,373,3709,370,2023
51085,Hanover,43983,69,42012,403,1971,402,2023
51087,Henrico,142964,194,135599,854,7365,787,2023
51089,Henry,25445,56,20503,535,4942,537,2023
51091,Highland,1839,119,1003,106,836,105,2023
51093,Isle Of Wight,16827,35,15426,283,1401,275,2023
51095,James City,34400,37,31351,503,3049,494,2023
51097,King And Queen,3485,15,2814,159,671,156,2023
51099,King George,10540,30,9877,188,663,190,2023
51101,King William,7605,28,7115,174,490,176,2023
51103,Lancaster,7483,25,5468,235,2015,239,2023
51105,Lee,10857,32,8446,348,2411,342,2023
51107,Loudoun,144804,140,140823,521,3981,531,2023
51109,Louisa,18047,44,15211,369,2836,368,2023
51111,Lunenburg,5903,27,4669,229,1234,231,2023
51113,Madison,6110,21,5392,178,718,180,2023
51115,Mathews,5486,13,3767,317,1719,318,2023
51117,Mecklenburg,19184,32,13395,476,5789,470,2023
51119,Middlesex,7140,25,4733,269,2407,265,2023
51121,Montgomery,42229,130,36731,646,5498,609,2023
51125,Nelson,9947,24,6470,318,3477,314,2023
51127,New Kent,9495,25,9034,245,461,250,2023
51131,Northampton,7456,23,5338,214,2118,212,2023
51133,Northumberland,9009,16,5436,340,3573,342,2023
51135,Nottoway,6683,47,5492,246,1191,237,2023
51137,Orange,15895,31,14667,350,1228,348,2023
51139,Page,11878,45,9509,357,2369,356,2023
51141,Patrick,10006,25,7797,335,2209,333,2023
51143,Pittsylvania,29468,48,24633,491,4835,501,2023
51145,Powhatan,11841,36,11151,236,690,236,2023
51147,Prince Edward,9171,130,7560,349,1611,328,2023
51149,Prince George,13444,131,12718,262,726,232,2023
51153,Prince William,160256,241,154609,663,5647,569,2023
51155,Pulaski,17039,49,14386,367,2653,367,2023
51157,Rappahannock,3848,14,2861,188,987,188,2023
51159,Richmond,3959,19,2931,201,1028,203,2023
51161,Roanoke,42251,56,39231,457,3020,457,2023
51163,Rockbridge,11315,23,9552,285,1763,285,2023
51165,Rockingham,36095,42,32048,419,4047,416,2023
51167,Russell,12772,23,10470,321,2302,321,2023
51169,Scott,11776,24,8951,295,2825,294,2023
51171,Shenandoah,21319,105,17782,373,3537,362,2023
51173,Smyth,15080,56,12530,338,2550,329,2023
51175,Southampton,7774,40,6887,205,887,203,2023
51177,Spotsylvania,54020,66,51289,430,2731,425,2023
51179,Stafford,53864,55,51309,417,2555,404,2023
51181,Surry,3438,18,2755,143,683,145,2023
51183,Sussex,4672,39,3705,188,967,180,2023
51185,Tazewell,19804,36,15951,411,3853,405,2023
51187,Warren,16936,51,15357,348,1579,353,2023
51191,Washington,25505,68,22118,342,3387,336,2023
51193,Westmoreland,11300,18,8029,420,3271,417,2023
51195,Wise,16659,46,14055,342,2604,343,2023
51197,Wythe,14016,42,12396,324,1620,329,2023
51199,York,28211,54,26445,300,1766,299,2023
51510,Alexandria City,80570,86,75349,514,5221,495,2023
51520,Bristol City,8654,24,7327,265,1327,263,2023
51530,Buena Vista City,2944,14,2611,153,333,156,2023
51540,Charlottesville City,21559,102,19699,341,1860,337,2023
51550,Chesapeake City,95997,147,92361,651,3636,621,2023
51570,Colonial Heights City,8126,22,7545,182,581,184,2023
51580,Covington City,3038,24,2493,132,545,135,2023
51590,Danville City,22309,35,18632,428,3677,425,2023
51595,Emporia City,2824,281,2219,213,605,200,2023
51600,Fairfax City,9317,22,9158,97,159,94,2023
51610,Falls Church City,6360,18,6053,142,307,139,2023
51620,Franklin City,3897,17,3388,196,509,195,2023
51630,Fredericksburg City,12308,33,11443,253,865,244,2023
51640,Galax City,3213,268,2729,235,484,150,2023
51650,Hampton City,62503,55,57740,677,4763,664,2023
51660,Harrisonburg City,18654,77,17331,330,1323,324,2023
51670,Hopewell City,10434,21,9418,305,1016,303,2023
51678,Lexington City,2644,265,2061,256,583,176,2023
51680,Lynchburg City,34009,111,28687,657,5322,628,2023
51683,Manassas City,14426,32,14041,216,385,213,2023
51685,Manassas Park City,5525,20,5165,205,360,206,2023
51690,Martinsville City,7031,34,5619,252,1412,243,2023
51700,Newport News City,81850,112,75798,605,6052,603,2023
51710,Norfolk City,102542,295,94457,715,8085,597,2023
51720,Norton City,1748,162,1553,139,195,111,2023
51730,Petersburg City,18026,30,14854,367,3172,373,2023
51735,Poquoson City,4945,17,4657,128,288,125,2023
51740,Portsmouth City,43233,74,39678,460,3555,449,2023
51750,Radford City,6457,35,5500,211,957,212,2023
51760,Richmond City,112848,100,102145,941,10703,936,2023
51770,Roanoke City,48931,45,43429,713,5502,732,2023
51775,Salem City,11096,31,10140,247,956,249,2023
51790,Staunton City,12352,62,11356,235,996,238,2023
51800,Suffolk City,39651,65,37133,380,2518,368,2023
51810,Virginia Beach City,190734,141,179800,722,10934,681,2023
51820,Waynesboro City,10395,46,9620,268,775,273,2023
51830,Williamsburg City,5767,37,4973,255,794,251,2023
51840,Winchester City,12468,20,11255,280,1213,281,2023
